name,website,actual-website,address,company-overview
Red Cuckoo,https://homeandgift.co.uk/exhibitor/red-cuckoo,www.redcuckoo.co.uk,"City of London, United Kingdom","Welcome To Red Cuckoo Established in 2016, Red Cuckoo is proud to bring bold colours and vibrant style to the high street. Our beautiful handbags have been designed with modern women in mind, and that’s why we take an ethical approach, in the creation of our stylish products. Attention To Detail Each and every one of our stunning designs has been thoughtfully created by a skilled professional team which knows what today’s women are looking for. We understand how important it is for bags to be functional for all of the demands of modern life, from work to night’s out and travelling to simple shopping trips. In House Design As a brand that is quintessentially British, all of our talented design team are based right here in London. They understand British women’s fashion and style, as well as the importance of standing out from the crowd. With our range of bright, eye-catching handbags, you can achieve that goal – displaying your own individual flair and personality. Goal Whether you’re seeking a simple tote for the office or an elegant clutch for a special occasion, you can depend on Red Cuckoo to help you get the perfect look, whatever the season. We take pride in combining functionality with beauty, it’s our mission to surprise and delight with our unique and colourful creations. Check out our full range at www.redcuckoo.co.uk"
Repeat Repeat,https://homeandgift.co.uk/exhibitor/repeat-repeat,www.repeatrepeat.co.uk,"Stoke-on-Trent, United Kingdom","Designers Gillian Naylor and Mark Faulkner set up their Repeat Repeat design studio in 1984 producing vibrant graphics, illustrations and textile designs. Based in Stoke-on-Trent, with its 400-year-old pottery heritage, they soon started applying their designs to bone china. Repeat Repeat is now a firmly established ceramic company. The new Country and Coastal Range is part of the sucessful Happiness Range, inspired by mid- century styling. It will be launched at Home and Gift Virtual Event."
Richard Lang & Son Ltd,https://homeandgift.co.uk/exhibitor/richard-lang--son-ltd,website,"Derby, United Kingdom",description
Rocksax,https://homeandgift.co.uk/exhibitor/rocksax,website,"Bristol, United Kingdom",description
Rodney Holman,https://homeandgift.co.uk/exhibitor/rodney-holman,www.rodneyholman.co.uk,"Cirencester, United Kingdom","Established over 40 years ago, Rodney Holman offers an extensive and ever-evolving collection of fashion jewellery to suit all tastes. With an emphasis on fantastic designs - many exclusive to us - combined with unrivalled customer care, our selection is one not to be missed. With the latest styles in silver plated and rose and gold plated jewellery and our ever-popular enamel flower jewellery collections, we provide more and more customers with a valuable boost to their sales figures. With no minimum order and free carriage, visit us at Home & Gift, Harrogate 2019 to see all our new collections."
Roger La Borde,https://homeandgift.co.uk/exhibitor/roger-la-borde,www.rogerlaborde.com,"London, United Kingdom","Roger la Borde are the creators and publishers of charming, eclectic and wonderful stuff: Greeting Cards, Journals, Gift Wrap and more. Founded in 1985, this London born-and-bred stationery company collaborates with fabulous artists and illustrators from all over the world to fulfil the mission of designing, discovering and publishing incredible things on paper and beyond. Follow us on Instagram @rogerlaborde"
ROKA BAGS,https://homeandgift.co.uk/exhibitor/roka-bags,rokalondon.com,"London, United Kingdom","Roka London is a bold, unique, and global lifestyle brand centered around progressive, functional, and affordable designs. At the core of Roka is the Bantry Bag, which opened the door for an extended line of unique bags made from treated, weather-resistant nylon. Designed for everyday use, our bags are comfortable, durable, lightweight, and bold. The range of sizes and styles in Roka's collection means there's a perfect bag for anyone! ROKA was the winner of the PULSE best product award for 2018."
Roy Anstey Design,https://homeandgift.co.uk/exhibitor/roy-anstey-design,website,"Edinburgh, United Kingdom",description
Ryland Peters & Small / Paperstyle Books,https://homeandgift.co.uk/exhibitor/ryland-peters--small--paperstyle-books,website,"London, United Kingdom",description
Saddler,https://homeandgift.co.uk/exhibitor/saddler,saddler-accessories.com,"Glasgow, United Kingdom",description
Samantha Lois Illustrations,https://homeandgift.co.uk/exhibitor/samantha-lois-illustrations,www.samanthalois.com,"Newcastle upon Tyne, United Kingdom","Samantha Lois Illustrations is an abstract art brand focussed on creating intricately designed art and accessories for you and your home. Primarily specialising in the use of resin, Samantha Lois hand-pours and hand-finishes each piece, making every item completely unique to the next. Find out more... Based in Newcastle, the North East of England, 'Samantha Lois Illustrations' was created in 2017 by Sam. She completed the final year of her degree in Fashion Design in 2017 but post graduation found herself more drawn towards abstract illustration and colour combinations; this led to a great hobby in sketching and drawing. As curiosity and techniques progressed Sam found herself making large scale abstract paintings and canvases using lots of texture and colour which became very popular. She finally found herself wanting to create art that incorporated a utilitarian design that could be used, appreciated and enjoyed by all. This is where abstract art through the medium of epoxy resin bonded onto serving boards began. As business has grown, so has the size of the serving boards which can now measure up to 50cm in length! The quality of product is of upmost importance, therefore only the highest quality food grade Epoxy Resin is used (FDA approved), along with a sustainably sourced and beautifully grained solid Olive Wood. Every board that is made is hand poured and finished to a very high standard and is totally unique to the next, making each piece one-of-a-kind and totally personal to you."
